name,brewery_type,city,temp,state,rating,Average Yearly Temp
New Anthem Beer Project,micro,Wilmington,78.98,North Carolina,4.7,59.0
Tek Mountain Brewing,micro,Wilmington,78.98,North Carolina,4.9,59.0
Waterline Brewing Co.,micro,Wilmington,78.98,North Carolina,4.8,59.0
Wilmington Brewing Company,micro,Wilmington,78.98,North Carolina,4.9,59.0
Wrightsville Beach Brewery,brewpub,Wilmington,78.98,North Carolina,4.6,59.0
Hugger Mugger Brewing Company,micro,Sanford,71.96,North Carolina,4.7,59.0
Appalachian Mountain Brewery - Boone,micro,Boone,69.98,North Carolina,4.7,59.0
Booneshine Brewing Company,micro,Boone,69.98,North Carolina,4.9,59.0
Shortway Brewing Company,micro,Newport,57.2,North Carolina,4.8,59.0
Southern Range Brewing,brewpub,Monroe,51.98,North Carolina,4.8,59.0
Morgan Ridge Railwalk Brewery & Eatery,brewpub,Salisbury,57.2,North Carolina,4.7,59.0
New Sarum Brewing,micro,Salisbury,57.2,North Carolina,4.8,59.0
Cabarrus Brewing Company,micro,Concord,78.08,North Carolina,4.7,59.0
Red Hill Brewing Co,micro,Concord,78.08,North Carolina,4.8,59.0
Twenty-Six Acres Brewing Company,micro,Concord,78.08,North Carolina,4.6,59.0
BearWaters Brewing Co,brewpub,Canton,59.0,North Carolina,4.7,59.0
Mad County Brewing,brewpub,Marshall,57.92,North Carolina,4.7,59.0
Birdsong Brewing Co.,micro,Charlotte,80.96,North Carolina,4.7,59.0
Blue Blaze Brewing,micro,Charlotte,80.96,North Carolina,4.7,59.0
Bold Missy Brewery,brewpub,Charlotte,80.96,North Carolina,4.8,59.0
Heist Brewery,brewpub,Charlotte,80.96,North Carolina,4.1,59.0
Hyde Brewing,brewpub,Charlotte,80.96,North Carolina,4.5,59.0
Legion Brewing Company,brewpub,Charlotte,80.96,North Carolina,4.7,59.0
Lenny Boy Brewing Co,micro,Charlotte,80.96,North Carolina,4.8,59.0
NoDa Brewing Co - NE,regional,Charlotte,80.96,North Carolina,4.7,59.0
NoDa Brewing Co - OG,micro,Charlotte,80.96,North Carolina,4.7,59.0
Resident Culture Brewing Company LLC,micro,Charlotte,80.96,North Carolina,4.6,59.0
The Olde Mecklenburg Brewery,regional,Charlotte,80.96,North Carolina,4.5,59.0
Three Spirits Brewery,micro,Charlotte,80.96,North Carolina,4.7,59.0
Triple C Brewing,micro,Charlotte,80.96,North Carolina,4.7,59.0
Unknown Brewing Company,micro,Charlotte,80.96,North Carolina,4.5,59.0
217 Brew Works,micro,Wilson,75.2,North Carolina,4.8,59.0
3rd Rock Brewing Company,micro,Trenton,75.92,North Carolina,5.0,59.0
Andrews Brewing Co At Calaboose Cellars,micro,Andrews,70.88,North Carolina,4.8,59.0
Hoppy Trout Brewing Company,brewpub,Andrews,70.88,North Carolina,4.7,59.0
Asheville Brewing Co,brewpub,Asheville,69.98,North Carolina,4.2,59.0
Ben's Tune-Up / Ben's Beer,brewpub,Asheville,69.98,North Carolina,4.3,59.0
Bhramari Brewhouse,micro,Asheville,69.98,North Carolina,4.3,59.0
Brouwerij Cursus Keme,brewpub,Asheville,69.98,North Carolina,4.9,59.0
Burial Beer Co,micro,Asheville,69.98,North Carolina,4.7,59.0
Green Man Brewing Co,micro,Asheville,69.98,North Carolina,4.5,59.0
Habitat Brewing Co,micro,Asheville,69.98,North Carolina,4.5,59.0
Hillman Beer,brewpub,Asheville,69.98,North Carolina,4.7,59.0
Hi-Wire Brewing Big Top Production Facility,micro,Asheville,69.98,North Carolina,4.7,59.0
Hi-Wire Brewing South Slope Specialty Brewery,micro,Asheville,69.98,North Carolina,4.4,59.0
Lexington Avenue Brewery - The LAB,brewpub,Asheville,69.98,North Carolina,4.0,59.0
Sweeten Creek Brewing,brewpub,Asheville,69.98,North Carolina,4.8,59.0
Thirsty Monk Brewery,brewpub,Asheville,69.98,North Carolina,4.5,59.0
Twin Leaf Brewery,micro,Asheville,69.98,North Carolina,4.3,59.0
Wedge Brewing Co,micro,Asheville,69.98,North Carolina,4.5,59.0
White Labs Kitchen and Tap,brewpub,Asheville,69.98,North Carolina,4.5,59.0
Balsam Falls Brewing,micro,Sylva,66.2,North Carolina,4.6,59.0
Innovation Brewing,brewpub,Sylva,66.2,North Carolina,4.8,59.0
Gibb's Hundred Brewing Company,micro,Greensboro,73.04,North Carolina,4.4,59.0
Joymongers Brewing Co.,micro,Greensboro,73.04,North Carolina,4.7,59.0
Little Brother Brewing,micro,Greensboro,73.04,North Carolina,4.7,59.0
Natty Greene's Pub & Brewing Co,brewpub,Greensboro,73.04,North Carolina,4.3,59.0
Pig Pounder Brewery,micro,Greensboro,73.04,North Carolina,4.6,59.0
Barrel Culture Brewing And Blending,proprietor,Durham,53.6,North Carolina,4.8,59.0
Bull Durham Beer Co,micro,Durham,53.6,North Carolina,4.8,59.0
Fullsteam Brewery,micro,Durham,53.6,North Carolina,4.6,59.0
Ponysaurus Brewing Company,brewpub,Durham,53.6,North Carolina,4.6,59.0
BDD Brewing Company,micro,Rocky Mount,75.2,North Carolina,5.0,59.0
Beech Mountain Brewing Company,micro,Beech Mountain,69.98,North Carolina,2.3,59.0
Black Creek Brewery,micro,Roxboro,66.92,North Carolina,4.8,59.0
Blowing Rock Brewing Company,brewpub,Blowing Rock,69.98,North Carolina,4.4,59.0
Blue Ghost Brewing Company,brewpub,Fletcher,67.1,North Carolina,4.8,59.0
Blue Mountain Pizza and Brew Pub,brewpub,Weaverville,66.02,North Carolina,4.7,59.0
Eluvium Brewing Co.,micro,Weaverville,66.02,North Carolina,4.7,59.0
Bombshell Beer Company,micro,Holly Springs,71.6,North Carolina,4.5,59.0
Carolina Brewing Co,micro,Holly Springs,71.6,North Carolina,4.7,59.0
Bond Brothers Beer Company,micro,Cary,69.8,North Carolina,4.7,59.0
Fortnight Brewing Company,micro,Cary,69.8,North Carolina,4.6,59.0
Jordan Lake Brewing Co,micro,Cary,69.8,North Carolina,4.6,59.0
Boojum Brewing Company,micro,Waynesville,57.2,North Carolina,4.5,59.0
Frog Level Brewing Company,micro,Waynesville,57.2,North Carolina,4.6,59.0
Boondocks Brewing,brewpub,West Jefferson,77.0,North Carolina,4.3,59.0
Boylan Bridge Brewpub,brewpub,Raleigh,73.94,North Carolina,3.8,59.0
Brewery Bhavana,micro,Raleigh,73.94,North Carolina,4.7,59.0
Brice's Brewing Company,micro,Raleigh,73.94,North Carolina,4.7,59.0
Compass Rose,micro,Raleigh,73.94,North Carolina,4.5,59.0
Crank Arm Brewing Co,micro,Raleigh,73.94,North Carolina,4.4,59.0
Funguys Brewery,micro,Raleigh,73.94,North Carolina,4.7,59.0
Lonerider Brewing Co,regional,Raleigh,73.94,North Carolina,4.7,59.0
Lynnwood Brewing Concern,micro,Raleigh,73.94,North Carolina,4.6,59.0
Neuse River Brewing Company,micro,Raleigh,73.94,North Carolina,4.7,59.0
Nickelpoint Brewing Co,micro,Raleigh,73.94,North Carolina,4.6,59.0
Raleigh Brewing Company,micro,Raleigh,73.94,North Carolina,4.6,59.0
Sub Noir Brewing Company,micro,Raleigh,73.94,North Carolina,4.7,59.0
Tobacco Road Brewery,brewpub,Raleigh,73.94,North Carolina,4.2,59.0
Trophy Brewing Company,micro,Raleigh,73.94,North Carolina,4.5,59.0
Brevard Brewing Co,micro,Brevard,80.96,North Carolina,4.6,59.0
Oskar Blues Brewery - Brevard,regional,Brevard,80.96,North Carolina,4.7,59.0
Brown Truck Brewery,micro,High Point,73.4,North Carolina,4.7,59.0
Brueprint Brewing Company LLC,micro,Apex,71.6,North Carolina,4.7,59.0
Southern Peak Brewery,micro,Apex,71.6,North Carolina,4.6,59.0
Carolina Brewery - Chapel Hill,brewpub,Chapel Hill,69.44,North Carolina,4.3,59.0
Carolina Brewery - Pittsboro,micro,Pittsboro,71.6,North Carolina,4.1,59.0
Catawba Brewing Co,regional,Morganton,75.02,North Carolina,4.4,59.0
Fonta Flora Brewery,micro,Morganton,75.02,North Carolina,4.7,59.0
Cavendish Brewing Company,micro,Gastonia,80.96,North Carolina,4.6,59.0
Check Six Brewing Co,micro,Southport,66.02,North Carolina,4.6,59.0
Tight Lines Pub,brewpub,Morehead City,82.04,North Carolina,4.4,59.0
Lazy Hiker Brewing Co.,micro,Franklin,66.2,North Carolina,4.7,59.0
Dirtbag Ales Brewery and Taproom,micro,Hope Mills,73.94,North Carolina,4.8,59.0
Dry County Brewing,brewpub,Spruce Pine,69.98,North Carolina,4.8,59.0
Duck Rabbit Craft Brewery,micro,Farmville,70.24,North Carolina,4.5,59.0
Eleven Lakes Brewing Company,micro,Cornelius,69.98,North Carolina,4.7,59.0
Flat Top Mountain Brewery,micro,Banner Elk,69.98,North Carolina,4.8,59.0
Four Saints Brewing,micro,Asheboro,73.4,North Carolina,4.8,59.0
Ghost Harbor Brewing Company,micro,Elizabeth City,81.14,North Carolina,4.9,59.0
Good Hops Brewing LLC,micro,Carolina Beach,77.18,North Carolina,4.5,59.0
Granite Falls Brewing Co.,brewpub,Granite Falls,60.98,North Carolina,4.3,59.0
Haw River Farmhouse Ales,micro,Saxapahaw,69.08,North Carolina,4.7,59.0
Hickory Brewery / American Honor Ale House and Brewery,micro,Hickory,77.0,North Carolina,4.2,59.0
Olde Hickory Brewery - Production,micro,Hickory,77.0,North Carolina,3.7,59.0
Kernersville Brewing Company,micro,Kernersville,74.3,North Carolina,5.0,59.0
King Canary Brewing Company,micro,Mooresville,57.2,North Carolina,4.9,59.0
Loe's Brewing Company,brewpub,Lenoir,76.82,North Carolina,4.6,59.0
Lookout Brewing Company,micro,Black Mountain,69.98,North Carolina,4.6,59.0
Pisgah Brewing Co,micro,Black Mountain,69.98,North Carolina,4.7,59.0
Lost Colony Brewery and Cafe,brewpub,Manteo,69.08,North Carolina,4.1,59.0
Mill Whistle Brewing,micro,Beaufort,82.4,North Carolina,4.6,59.0
Mountain Layers Brewing Company,micro,Bryson City,68.18,North Carolina,4.8,59.0
Nantahala Brewing Co,micro,Bryson City,68.18,North Carolina,4.4,59.0
Mystery Brewing Co,brewpub,Hillsborough,75.2,North Carolina,4.5,59.0
New Village Brewery and Taproom,micro,Oriental,59.44,North Carolina,5.0,59.0
Newgrass Brewing Company,micro,Shelby,33.08,North Carolina,4.6,59.0
Other Side of the Moon Brewery / Full Moon Oyster Bar,brewpub,Clemmons,74.48,North Carolina,4.5,59.0
Outer Banks Brewing Station,brewpub,Kill Devil Hills,82.04,North Carolina,4.1,59.0
Primal Brewery,micro,Huntersville,80.96,North Carolina,4.3,59.0
Quick Trigger Brewing Company,brewpub,Ahoskie,80.06,North Carolina,4.9,59.0
Rivermen Brewing Co,brewpub,Belmont,75.2,North Carolina,4.3,59.0
Sanctuary Brewing Company,micro,Hendersonville,66.2,North Carolina,4.7,59.0
Triskelion Brewing Company,micro,Hendersonville,66.2,North Carolina,4.7,59.0
Satulah Mountain Brewing Co,micro,Highlands,60.8,North Carolina,4.4,59.0
Skull Camp Brewing,micro,Elkin,74.48,North Carolina,4.4,59.0
Tarboro Brewing Company,micro,Tarboro,76.46,North Carolina,4.6,59.0
The Dreamchaser's Brewery,micro,Waxhaw,80.96,North Carolina,4.6,59.0
Thirsty Souls Community Brewing,micro,Mount Airy,78.98,North Carolina,4.7,59.0
White Elephant Beer Company,micro,Mount Airy,78.98,North Carolina,4.6,59.0
Valley River Brewery & Eatery,brewpub,Murphy,73.4,North Carolina,4.3,59.0
Vecino Brewing,brewpub,Carrboro,69.8,North Carolina,4.5,59.0
Weeping Radish Farm Brewery,micro,Grandy,35.96,North Carolina,4.4,59.0
Westbend Winery and Brewery,micro,Lewisville,73.4,North Carolina,4.5,59.0
Whistle Hop Brewing Company,micro,Fairview,71.96,North Carolina,4.9,59.0
White Street Brewing Company,micro,Wake Forest,73.94,North Carolina,4.7,59.0
White Street Brewing Company - Production Facility,micro,Youngsville,78.98,North Carolina,4.7,59.0
Wicked Weed Funkatorium,large,Arden,55.4,North Carolina,4.2,59.0
Yellow Sun Brewing Company,micro,Rutherfordton,80.96,North Carolina,4.8,59.0
Zillicoah Beer Company,proprietor,Woodfin,66.02,North Carolina,4.9,59.0
Clairvoyant Brewing,micro,Boise,57.92,Idaho,4.8,44.4
Cloud 9 Brewery,brewpub,Boise,57.92,Idaho,4.2,44.4
Mad Swede Brewing,micro,Boise,57.92,Idaho,4.7,44.4
Payette Brewing Co,micro,Boise,57.92,Idaho,4.5,44.4
White Dog Brewing Boise,micro,Boise,57.92,Idaho,4.7,44.4
Woodland Empire Ale Craft,micro,Boise,57.92,Idaho,4.7,44.4
Bertrams Salmon Valley Brewery,brewpub,Salmon,51.08,Idaho,4.2,44.4
Crescent Brewery,micro,Nampa,57.92,Idaho,4.9,44.4
Downdraft Brewing Co,micro,Post Falls,60.08,Idaho,4.7,44.4
Post Falls Brewing,micro,Post Falls,60.08,Idaho,4.5,44.4
Selkirk Abbey Brewing,micro,Post Falls,60.08,Idaho,4.9,44.4
Hunga Dunga Brewing,brewpub,Moscow,41.0,Idaho,4.5,44.4
Rants And Raves Brewery,brewpub,Moscow,41.0,Idaho,4.6,44.4
Idaho Brewing Co,micro,Idaho Falls,48.02,Idaho,4.7,44.4
Snow Eagle Brewing,brewpub,Idaho Falls,48.02,Idaho,4.1,44.4
Jim Dandy Brewing,micro,Pocatello,51.08,Idaho,4.9,44.4
Portneuf Valley Brewing Co,brewpub,Pocatello,51.08,Idaho,4.3,44.4
Kootenai River Brewing Co,brewpub,Bonners Ferry,53.6,Idaho,4.2,44.4
Laughing Dog Brewing,micro,Ponderay,55.94,Idaho,4.8,44.4
Mad Bomber Brewing Company,micro,Hayden,60.08,Idaho,4.6,44.4
Magic Valley Brewing,brewpub,Buhl,59.0,Idaho,4.6,44.4
McCall Brewing Co,brewpub,McCall,48.92,Idaho,4.2,44.4
Salmon River Brewery,brewpub,McCall,48.92,Idaho,3.8,44.4
MickDuff's Brewing Co,micro,Sandpoint,55.94,Idaho,4.6,44.4
Radio Brewing Company,brewpub,Kellogg,55.94,Idaho,4.7,44.4
Sawtooth Brewery,brewpub,Hailey,50.0,Idaho,4.6,44.4
Sun Valley Brewing Co,brewpub,Hailey,50.0,Idaho,4.0,44.4
Von Scheidt Brewing Co,brewpub,Twin Falls,55.04,Idaho,4.9,44.4
Wallace Brewing Co,micro,Wallace,37.04,Idaho,4.6,44.4
Wildlife Brewing,brewpub,Victor,44.6,Idaho,4.3,44.4
Wolftrack Brewing Company,micro,Cottonwood,62.6,Idaho,5.0,44.4
Beer Valley Brewing Co,micro,Ontario,77.0,Oregon,4.5,48.4
Silver Falls Brewery,micro,Silverton,60.98,Oregon,4.6,48.4
Bine Valley Brewing,micro,Salem,69.98,Oregon,4.9,48.4
Gilgamesh Brewing Co,micro,Salem,69.98,Oregon,4.2,48.4
McMenamins Thompson Brewery,micro,Salem,69.98,Oregon,4.3,48.4
RAM Restaurant and Brewery - Salem,brewpub,Salem,69.98,Oregon,3.9,48.4
Ratchet Brewery,brewpub,Salem,69.98,Oregon,4.9,48.4
Salem Ale Works,micro,Salem,69.98,Oregon,4.5,48.4
Santiam Brewing Co,micro,Salem,69.98,Oregon,4.6,48.4
Plank Town Brewing,micro,Springfield,55.94,Oregon,4.3,48.4
Bier One Brewing,brewpub,Newport,57.2,Oregon,4.6,48.4
13 Virtues Brewing Co,brewpub,Portland,69.98,Oregon,4.4,48.4
Alameda Brewing Co,micro,Portland,69.98,Oregon,3.8,48.4
Arlington Club,micro,Portland,69.98,Oregon,4.5,48.4
Back Pedal Brewing Company,micro,Portland,69.98,Oregon,4.8,48.4
Base Camp Brewing Co,micro,Portland,69.98,Oregon,4.5,48.4
Breakside Brewery Slabtown,brewpub,Portland,69.98,Oregon,4.5,48.4
BridgePort Brewing Co,regional,Portland,69.98,Oregon,4.1,48.4
Burnside Brewing Co,micro,Portland,69.98,Oregon,4.1,48.4
Cascade Brewing,brewpub,Portland,69.98,Oregon,4.6,48.4
Cascade Brewing Barrel House,micro,Portland,69.98,Oregon,4.6,48.4
Columbia River Brewing Co,brewpub,Portland,69.98,Oregon,4.1,48.4
Ecliptic Brewing,micro,Portland,69.98,Oregon,4.5,48.4
Ex Novo Brewing Co,micro,Portland,69.98,Oregon,4.7,48.4
Full Sail Brewery - Riverplace,micro,Portland,69.98,Oregon,5.0,48.4
"Gateway Brewing, Inc",micro,Portland,69.98,Oregon,4.6,48.4
Gigantic Brewing Co,micro,Portland,69.98,Oregon,4.7,48.4
Great Notion Brewing NW,micro,Portland,69.98,Oregon,4.8,48.4
Ground Breaker Brewing,brewpub,Portland,69.98,Oregon,4.5,48.4
Kells Brew Pub,brewpub,Portland,69.98,Oregon,4.1,48.4
LABrewatory,micro,Portland,69.98,Oregon,4.7,48.4
Laurelwood Public House & Brewery - SE Portland,brewpub,Portland,69.98,Oregon,4.0,48.4
Level Beer,micro,Portland,69.98,Oregon,4.7,48.4
Look Long Brewing Company,micro,Portland,69.98,Oregon,4.9,48.4
Lucky Labrador Beer Hall,brewpub,Portland,69.98,Oregon,4.1,48.4
Lucky Labrador Brewpub,micro,Portland,69.98,Oregon,3.9,48.4
Max's Fanno Creek Brew Pub,brewpub,Portland,69.98,Oregon,4.0,48.4
McMenamins Concordia Brewery at Kennedy School,brewpub,Portland,69.98,Oregon,4.5,48.4
McMenamins Crystal Ballroom Brewery,brewpub,Portland,69.98,Oregon,4.0,48.4
McMenamins Fulton Pub and Brewery,micro,Portland,69.98,Oregon,4.3,48.4
McMenamins Hillsdale Brewery and Public House,micro,Portland,69.98,Oregon,4.2,48.4
McMenamins Oak Hills Brewery,micro,Portland,69.98,Oregon,4.0,48.4
Modern Times - The Belmont Fermentorium,brewpub,Portland,69.98,Oregon,4.5,48.4
Montavilla Brew Works,micro,Portland,69.98,Oregon,4.8,48.4
Moonshrimp Brewing,micro,Portland,69.98,Oregon,5.0,48.4
Mt Tabor Brewing Co,micro,Portland,69.98,Oregon,4.4,48.4
Natian Brewery,micro,Portland,69.98,Oregon,5.0,48.4
Old Market Pub and Brewery,brewpub,Portland,69.98,Oregon,3.9,48.4
Portland Brewing/North American Breweries,regional,Portland,69.98,Oregon,4.2,48.4
Portland U-Brew & Pub,brewpub,Portland,69.98,Oregon,4.3,48.4
Rock Bottom Brewery - Portland,brewpub,Portland,69.98,Oregon,3.8,48.4
Rogue East Side Pub & Pilot Brewery,micro,Portland,69.98,Oregon,4.1,48.4
"Ruse Brewing, LLC.",proprietor,Portland,69.98,Oregon,4.7,48.4
Sasquatch Brewery,micro,Portland,69.98,Oregon,4.4,48.4
Sasquatch Pub,brewpub,Portland,69.98,Oregon,4.2,48.4
Second Profession Brewing Company,brewpub,Portland,69.98,Oregon,4.6,48.4
StormBreaker Brewing,brewpub,Portland,69.98,Oregon,4.4,48.4
StormBreaker Brewing St. Johns,brewpub,Portland,69.98,Oregon,4.3,48.4
Uptown Market Brewing,micro,Portland,69.98,Oregon,4.4,48.4
Von Ebert Brewing,brewpub,Portland,69.98,Oregon,4.3,48.4
Wayfinder Beer,brewpub,Portland,69.98,Oregon,4.4,48.4
Zoiglhaus Brewing Company,brewpub,Portland,69.98,Oregon,4.3,48.4
Bricktowne Brewing Co,brewpub,Medford,71.06,Oregon,4.2,48.4
Common Block Brewing Company,contract,Medford,71.06,Oregon,4.4,48.4
Opposition Brewing Company,micro,Medford,71.06,Oregon,4.8,48.4
Osmo's Alehouse,micro,Medford,71.06,Oregon,4.7,48.4
Portal Brewing Co,brewpub,Medford,71.06,Oregon,4.7,48.4
RAM Restaurant and Brewery - Medford,brewpub,Medford,71.06,Oregon,3.7,48.4
Table Rock Brewing LLC,micro,Medford,71.06,Oregon,3.9,48.4
Caldera Brewing Co,micro,Ashland,62.96,Oregon,4.5,48.4
Standing Stone Brewing Co,micro,Ashland,62.96,Oregon,4.1,48.4
10 Barrel Brewing Co - Bend Pub,large,Bend,60.8,Oregon,4.4,48.4
Bend Brewing Co,brewpub,Bend,60.8,Oregon,4.3,48.4
Immersion Brewing,brewpub,Bend,60.8,Oregon,4.4,48.4
McMenamins Old St. Francis School,brewpub,Bend,60.8,Oregon,4.5,48.4
Silver Moon Brewing,micro,Bend,60.8,Oregon,4.3,48.4
Worthy Brewing Company,micro,Bend,60.8,Oregon,3.9,48.4
1188 Brewing Co,brewpub,John Day,56.12,Oregon,4.6,48.4
7 Devils Brewing Co,brewpub,Coos Bay,68.0,Oregon,4.6,48.4
Allegory Brewing,micro,McMinnville,69.98,Oregon,4.8,48.4
Evasion Brewing - Production Facility,micro,McMinnville,69.98,Oregon,5.0,48.4
Golden Valley Brewery and Pub,brewpub,McMinnville,69.98,Oregon,4.2,48.4
Heater Allen Brewery,micro,McMinnville,69.98,Oregon,4.9,48.4
Ancestry Brewery,brewpub,Tualatin,69.98,Oregon,4.5,48.4
G Man Brewery / G-Man Sports Bar,micro,Tualatin,69.98,Oregon,4.1,48.4
Arch Rock Brewing Co,micro,Gold Beach,73.94,Oregon,4.7,48.4
Astoria Brewing Company,micro,Astoria,64.94,Oregon,4.3,48.4
Buoy Beer Company,micro,Astoria,64.94,Oregon,4.4,48.4
Hondo's Brew and Cork Pub,micro,Astoria,64.94,Oregon,4.6,48.4
Reach Break Brewing,micro,Astoria,64.94,Oregon,4.9,48.4
Wet Dog Cafe & Brewery,brewpub,Astoria,64.94,Oregon,4.3,48.4
Backside Brewing Co,brewpub,Roseburg,71.06,Oregon,4.6,48.4
Draper Brewing,micro,Roseburg,71.06,Oregon,4.9,48.4
McMenamins Roseburg Station Brewery,micro,Roseburg,71.06,Oregon,4.0,48.4
Baker City Brewing Co,micro,Baker City,57.92,Oregon,4.9,48.4
Barley Browns Brewpub,micro,Baker City,57.92,Oregon,4.5,48.4
Bandon Brewing Company,brewpub,Bandon,53.6,Oregon,4.1,48.4
Barley Sprouts Brewery,brewpub,Gresham,69.98,Oregon,4.8,48.4
Krauski's Brewskis / The Hoppy Brewer,micro,Gresham,69.98,Oregon,4.5,48.4
McMenamins Highland Pub and Brewery,brewpub,Gresham,69.98,Oregon,4.1,48.4
The Hop Haus,micro,Gresham,69.98,Oregon,4.7,48.4
Barsideous Brewing Co,brewpub,Lebanon,68.0,Oregon,4.5,48.4
Conversion Brewing,brewpub,Lebanon,68.0,Oregon,4.7,48.4
Big Horse Brewpub,brewpub,Hood River,66.92,Oregon,3.8,48.4
Full Sail Brewing Co,regional,Hood River,66.92,Oregon,4.5,48.4
Logsdon Farmhouse Ales,micro,Hood River,66.92,Oregon,4.2,48.4
PFriem Family Brewers,regional,Hood River,66.92,Oregon,4.6,48.4
Bill's Tavern and Brewhouse,brewpub,Cannon Beach,66.2,Oregon,4.1,48.4
Pelican Brewing Company - Cannon Beach,brewpub,Cannon Beach,66.2,Oregon,4.3,48.4
Block 15,brewpub,Corvallis,69.98,Oregon,4.5,48.4
Block 15 Brewery & Tap Room,brewpub,Corvallis,69.98,Oregon,4.6,48.4
Flat Tail Brewing Co,brewpub,Corvallis,69.98,Oregon,4.2,48.4
Sky High Brewing,brewpub,Corvallis,69.98,Oregon,4.2,48.4
Brewers Union Local 180,brewpub,Oakridge,60.79,Oregon,4.7,48.4
McMenamins - Cedar Hills,brewpub,Beaverton,69.98,Oregon,3.8,48.4
McMenamins Murray & Allen,brewpub,Beaverton,69.98,Oregon,4.1,48.4
Chetco Brewing Company,micro,Brookings,38.66,Oregon,4.8,48.4
Climate City Brewing Co.,brewpub,Grants Pass,71.06,Oregon,3.9,48.4
Conner Fields Brewing,brewpub,Grants Pass,71.06,Oregon,5.0,48.4
JD's Sports Pub and Brewery,brewpub,Grants Pass,71.06,Oregon,4.1,48.4
Wild River Brewing and Pizza Co - Grants Pass,brewpub,Grants Pass,71.06,Oregon,4.3,48.4
Coldfire Brewing,micro,Eugene,69.98,Oregon,4.8,48.4
Manifest Beer Company,micro,Eugene,69.98,Oregon,4.4,48.4
McKenzie Brewing Company,brewpub,Eugene,69.98,Oregon,4.5,48.4
McMenamins High Street Brewery,brewpub,Eugene,69.98,Oregon,4.3,48.4
Sam Bond's Brewing Co,brewpub,Eugene,69.98,Oregon,4.6,48.4
De Garde Brewing,micro,Tillamook,69.08,Oregon,4.7,48.4
Pelican Brewing Company - Tillamook,micro,Tillamook,69.08,Oregon,4.1,48.4
Werner Brewing Company,micro,Tillamook,69.08,Oregon,4.1,48.4
Deep Space Brewing / Out of This World Pizza,brewpub,Hillsboro,55.4,Oregon,3.9,48.4
McMenamins Cornelius Pass Roadhouse,brewpub,Hillsboro,55.4,Oregon,4.2,48.4
Three Mugs Brewing Company,micro,Hillsboro,55.4,Oregon,4.7,48.4
Defeat River Brewery,micro,Reedsport,68.0,Oregon,4.7,48.4
Drinking Horse Brewing Company,micro,Clackamas,69.98,Oregon,4.4,48.4
RAM Restaurant and Brewery - Clackamas,brewpub,Clackamas,69.98,Oregon,4.1,48.4
Fearless Brewing Co,brewpub,Estacada,69.98,Oregon,3.6,48.4
Feckin Brewery,micro,Oregon City,69.98,Oregon,4.3,48.4
Oregon City Brewing Company,brewpub,Oregon City,69.98,Oregon,4.5,48.4
Hermiston Brewing Co,brewpub,Hermiston,62.96,Oregon,4.0,48.4
"Kaiser Brewing Company, LLC",micro,Forest Grove,69.98,Oregon,4.3,48.4
Ridgewalker Brewing,brewpub,Forest Grove,69.98,Oregon,4.5,48.4
Waltz Brewing,micro,Forest Grove,69.98,Oregon,4.8,48.4
Klamath Basin Brewing Co,brewpub,Klamath Falls,60.98,Oregon,4.0,48.4
Mia and Pias Pizzeria/Brewhouse,brewpub,Klamath Falls,60.98,Oregon,4.2,48.4
Kobold Brewing,micro,Redmond,62.6,Oregon,4.7,48.4
Smith Rock Brewing,brewpub,Redmond,62.6,Oregon,4.5,48.4
Wild Ride Brewing,micro,Redmond,62.6,Oregon,4.6,48.4
McMenamins Edgefield Brewery,micro,Troutdale,69.98,Oregon,4.6,48.4
McMenamins John Barleycorns,brewpub,Tigard,69.98,Oregon,4.2,48.4
McMenamins Lighthouse Brewery,brewpub,Lincoln City,60.98,Oregon,4.1,48.4
Rusty Truck Brewing Company,brewpub,Lincoln City,60.98,Oregon,3.7,48.4
McMenamins Old Church Brewery,brewpub,Wilsonville,69.98,Oregon,3.9,48.4
Vanguard Brewing Company,micro,Wilsonville,69.98,Oregon,4.7,48.4
McMenamins West Linn Brewery,micro,West Linn,69.98,Oregon,3.8,48.4
Mount Hood Brewing Co,brewpub,Government Camp,66.92,Oregon,4.1,48.4
Ochoco Brewing Co,micro,Prineville,59.0,Oregon,4.3,48.4
"Prodigal Son Brewery and Pub, The",brewpub,Pendleton,80.96,Oregon,4.4,48.4
Seaside Brewery,brewpub,Seaside,66.2,Oregon,4.0,48.4
Siuslaw Brewing,micro,Alsea,69.98,Oregon,4.7,48.4
Smockville Brewhouse,brewpub,Sherwood,69.62,Oregon,3.9,48.4
Two Kilts Brewing,micro,Sherwood,69.62,Oregon,4.4,48.4
Stickmen Brewery,brewpub,Lake Oswego,69.98,Oregon,3.6,48.4
Terminal Gravity Brewing Co,micro,Enterprise,77.9,Oregon,4.6,48.4
Three Creeks Brewing Co,brewpub,Sisters,60.8,Oregon,4.1,48.4
Wolves & People Farmhouse Brewery,micro,Newberg,69.98,Oregon,4.7,48.4
Fairfield Opera House Brewery,brewpub,Fairfield,78.08,Nebraska,4.6,48.8
Code Beer Co.,micro,Lincoln,60.8,Nebraska,4.7,48.8
Empyrean Brewing Co,micro,Lincoln,60.8,Nebraska,3.9,48.8
Lazlo's Brewery & Grill - Haymarket,brewpub,Lincoln,60.8,Nebraska,4.4,48.8
White Elm Brewing Co,micro,Lincoln,60.8,Nebraska,4.6,48.8
Gottberg Brew Pub,brewpub,Columbus,82.04,Nebraska,4.2,48.8
